pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
SL,2024-04-22,84.7,1.27,6.35,"Rutschman, Adley",668939,672282,field_out,hit_into_play,NA,NA,NA,NA,5,Adley Rutschman flies out to right fielder Jo Adell.,R,R,L,LAA,BAL,X,9,fly_ball,0,1,2024,-0.33,0.08,-0.09,2.28,683002,NA,NA,2,7,Top,156.11,99.07,NA,NA,681351,NA,NA,-2.50861975866406,-123.287273848835,-3.31447044207122,-2.85567424393938,24.9440078928336,-30.9062145967651,3.46,1.67,261,88.1,47,84.3,2159,6.1,746242,672282,681351,694384,501303,593934,687263,621493,545361,666176,54.45,0.003,0.004,0,1,0,0,3,52,2,Slider,0,4,4,0,4,0,4,0,Infield shade,Standard,234,0.009,-0.287,74.58541209515285,7.50005
CH,2024-04-22,83.9,1.3,6.25,"Rutschman, Adley",668939,672282,,called_strike,NA,NA,NA,NA,6,Adley Rutschman flies out to right fielder Jo Adell.,R,R,L,LAA,BAL,S,NA,,0,0,2024,0.85,0.52,0.7,2.57,683002,NA,NA,2,7,Top,NA,NA,NA,NA,681351,NA,NA,-3.05715175137374,-122.161834387707,-3.09925451892235,9.14423359353335,25.2948416570983,-26.5340889392032,3.21,1.46,NA,NA,NA,83.2,1344,5.9,746242,672282,681351,694384,501303,593934,687263,621493,545361,666176,54.62,NA,NA,NA,NA,NA,NA,NA,52,1,Changeup,0,4,4,0,4,0,4,0,Infield shade,Standard,158,0,-0.046,NA,NA
FF,2024-04-22,98.2,-1.8,6.19,"Turner, Trea",607208,668881,,foul,NA,NA,NA,NA,5,Trea Turner flies out sharply to center fielder Bubba Thompson.,R,R,R,CIN,PHI,S,NA,,2,1,2024,-0.68,1.52,-0.14,2.54,NA,NA,NA,2,7,Top,NA,NA,NA,NA,663886,NA,NA,6.09092780060518,-142.731120524191,-7.9134713996004,-10.7412102720969,34.3475411569715,-9.81017428043868,3.5,1.73,NA,NA,NA,98.3,2481,6.5,746723,668881,663886,687952,669289,600869,682829,668715,669352,656413,53.97,NA,NA,NA,NA,NA,NA,NA,49,4,4-Seam Fastball,0,4,4,0,4,0,4,0,Infield shade,Standard,216,0,-0.031,79.7500554626885,7.29299
SL,2024-04-22,83.2,-1.38,5.36,"Schneider, Davis",676914,663903,field_out,hit_into_play,NA,NA,NA,NA,6,Davis Schneider flies out sharply to center fielder Garrett Hampson.,R,R,R,KC,TOR,X,8,fly_ball,2,1,2024,0.14,0,0.38,2.11,NA,NA,NA,0,6,Top,133.23,42.31,NA,NA,521692,NA,NA,3.82898844615459,-121.190952666179,-1.05987340990433,0.679088393803749,21.0066224404302,-32.1835450067755,3.09,1.52,387,103.8,23,84.8,2399,7,746319,663903,521692,686469,686681,672580,677951,680118,641658,592669,53.46,0.814,1.359,0,1,0,0,6,40,4,Slider,0,5,5,0,5,0,5,0,Standard,Standard,103,0.003,-0.263,NA,NA
SL,2024-04-22,85.2,-2.19,5.92,"Turner, Trea",607208,668881,,foul,NA,NA,NA,NA,8,Trea Turner flies out sharply to center fielder Bubba Thompson.,R,R,R,CIN,PHI,S,NA,,2,0,2024,0.48,0.25,-0.01,2.1,NA,NA,NA,2,7,Top,NA,NA,NA,NA,663886,NA,NA,4.16480741969586,-123.913627381165,-3.08512020282511,3.97471330327893,27.2047602900181,-29.2170458955572,3.5,1.73,3,57.8,-37,85.1,2438,6.5,746723,668881,663886,687952,669289,600869,682829,668715,669352,656413,54.05,NA,NA,NA,NA,NA,NA,NA,49,3,Slider,0,4,4,0,4,0,4,0,Infield shade,Standard,109,0,-0.019,70.16269174076811,7.89455
CU,2024-04-22,75.5,1.15,6.41,"Henderson, Gunnar",683002,672282,triple,hit_into_play,NA,NA,NA,NA,8,Gunnar Henderson triples (3) on a ground ball to right fielder Jo Adell.,R,L,L,LAA,BAL,X,9,ground_ball,2,2,2024,-0.72,-1.02,-0.09,2.21,NA,NA,NA,2,7,Top,202.64,127.8,NA,NA,681351,NA,NA,-1.27674128102338,-109.963937087725,0.239731753322966,-5.53221509431632,21.7513613928401,-40.7004351582434,3.73,1.79,95,98.7,5,74.6,2367,5.9,746242,672282,681351,694384,501303,593934,687263,621493,545361,666176,54.63,0.577,0.537,1.6,1,1,2,4,51,7,Curveball,0,4,4,0,4,0,4,0,Infield shade,Standard,332,-0.006,0.256,73.2950069586694,7.56613
SI,2024-04-22,91.9,-1.43,5.17,"Schneider, Davis",676914,663903,,ball,NA,NA,NA,NA,14,Davis Schneider flies out sharply to center fielder Garrett Hampson.,R,R,R,KC,TOR,B,NA,,1,1,2024,-1.21,0.81,0.6,0.62,NA,NA,NA,0,6,Top,NA,NA,NA,NA,521692,NA,NA,7.90408181341714,-133.500912978191,-7.58115716478483,-16.1306401235702,27.3625257872145,-21.0210225436911,3.25,1.54,NA,NA,NA,93.5,2269,7.2,746319,663903,521692,686469,686681,672580,677951,680118,641658,592669,53.27,NA,NA,NA,NA,NA,NA,NA,40,3,Sinker,0,5,5,0,5,0,5,0,Standard,Standard,222,0,0.049,NA,NA
CH,2024-04-22,81.8,-2.83,5.91,"Lee, Korey",686676,663978,field_out,hit_into_play,NA,NA,NA,NA,6,"Korey Lee grounds out, third baseman Jose Miranda to first baseman Alex Kirilloff.",R,R,R,MIN,CWS,X,5,ground_ball,1,0,2024,-1.29,0.37,0.44,2.35,NA,NA,664901,2,7,Top,113.99,179.97,NA,NA,680777,NA,NA,9.97471427378106,-118.707933068026,-2.16749948840813,-14.074983942224,22.8563408519138,-28.4630056844075,3.58,1.64,2,68.3,-47,82.9,1945,7.2,745916,663978,680777,666135,666397,669304,650489,663616,668885,596146,53.35,0.206,0.199,0,1,0,0,2,55,2,Changeup,6,0,0,6,0,6,0,6,Standard,Standard,248,0.003,-0.249,76.15189042844752,7.50886
SL,2024-04-22,83.2,-1.43,5.32,"Schneider, Davis",676914,663903,,ball,NA,NA,NA,NA,14,Davis Schneider flies out sharply to center fielder Garrett Hampson.,R,R,R,KC,TOR,B,NA,,0,1,2024,0.36,-0.24,0.68,1.19,NA,NA,NA,0,6,Top,NA,NA,NA,NA,521692,NA,NA,4.21794319897459,-121.1662120098,-2.59997173994023,2.71814983520207,23.4584750654542,-34.2063323646883,3.3,1.53,NA,NA,NA,84.9,2370,7.3,746319,663903,521692,686469,686681,672580,677951,680118,641658,592669,53.19,NA,NA,NA,NA,NA,NA,NA,40,2,Slider,0,5,5,0,5,0,5,0,Standard,Standard,93,0,0.023,NA,NA
CH,2024-04-22,86.9,2.95,5.62,"Harris II, Michael",671739,677960,single,hit_into_play,NA,NA,NA,NA,6,Michael Harris II singles on a ground ball to right fielder Jesús Sánchez.   Travis d'Arnaud to 3rd.,R,L,L,ATL,MIA,X,9,ground_ball,0,0,2024,1.33,0.08,0.28,2.42,NA,NA,518595,2,6,Bot,194.6,112.43,NA,NA,663743,NA,NA,-9.03567401357931,-126.254301568854,-1.65321157549673,16.0847096552038,25.6508919284347,-31.1353059879047,3.45,1.6,6,93.9,-23,86.2,1780,5.9,747134,677960,663743,605137,650333,656896,641313,624503,665862,660821,54.58,0.094,0.102,0.9,1,1,0,2,49,1,Changeup,3,0,3,0,0,3,3,0,Standard,Standard,118,0.009,0.307,82.84169782191356,8.14196
SL,2024-04-22,87.2,-2.18,6.02,"Turner, Trea",607208,668881,,ball,NA,NA,NA,NA,14,Trea Turner flies out sharply to center fielder Bubba Thompson.,R,R,R,CIN,PHI,B,NA,,1,0,2024,0.31,0.38,0.4,1.12,NA,NA,NA,2,7,Top,NA,NA,NA,NA,663886,NA,NA,5.5776726301919,-126.735184990499,-6.38267283145227,2.16906108953089,26.5993879728749,-26.9012787444872,3.41,1.67,NA,NA,NA,87.2,2402,6.4,746723,668881,663886,687952,669289,600869,682829,668715,669352,656413,54.08,NA,NA,NA,NA,NA,NA,NA,49,2,Slider,0,4,4,0,4,0,4,0,Infield shade,Standard,136,0,0.023,NA,NA
CU,2024-04-22,75.8,1.32,6.4,"Henderson, Gunnar",683002,672282,,foul,NA,NA,NA,NA,6,Gunnar Henderson triples (3) on a ground ball to right fielder Jo Adell.,R,L,L,LAA,BAL,S,NA,,2,2,2024,-0.59,-1.11,0.52,2.58,NA,NA,NA,2,7,Top,NA,NA,NA,NA,681351,NA,NA,-0.612063456450787,-110.283681746948,1.12787706258382,-4.65505544569603,21.3913612594642,-41.6471507819729,3.73,1.79,3,64.5,-43,74.7,2377,5.7,746242,672282,681351,694384,501303,593934,687263,621493,545361,666176,54.79,NA,NA,NA,NA,NA,NA,NA,51,6,Curveball,0,4,4,0,4,0,4,0,Infield shade,Standard,329,0,0,79.72609951143939,7.14553
CH,2024-04-22,82.1,-2.74,5.99,"Lee, Korey",686676,663978,,blocked_ball,NA,NA,NA,NA,14,"Korey Lee grounds out, third baseman Jose Miranda to first baseman Alex Kirilloff.",R,R,R,MIN,CWS,B,NA,,0,0,2024,-1.37,0.66,0.03,0.25,NA,NA,664901,2,7,Top,NA,NA,NA,NA,680777,NA,NA,9.08646643644867,-119.099798107895,-7.81603010673671,-14.8026192923894,22.3781440630554,-24.5574955690369,3.54,1.58,NA,NA,NA,83.5,2047,7.4,745916,663978,680777,666135,666397,669304,650489,663616,668885,596146,53.14,NA,NA,NA,NA,NA,NA,NA,55,1,Changeup,6,0,0,6,0,6,0,6,Standard,Standard,241,0,0.027,NA,NA
FF,2024-04-22,94.2,1.47,6.21,"Henderson, Gunnar",683002,672282,,foul,NA,NA,NA,NA,2,Gunnar Henderson triples (3) on a ground ball to right fielder Jo Adell.,R,L,L,LAA,BAL,S,NA,,2,2,2024,0.46,1.61,-0.24,3.3,NA,NA,NA,2,7,Top,NA,NA,NA,NA,681351,NA,NA,-5.43051063482763,-136.886549997887,-5.3264138620425,7.04677614401071,33.9344454346043,-11.0424191587102,3.73,1.79,NA,NA,NA,93.3,2033,6.1,746242,672282,681351,694384,501303,593934,687263,621493,545361,666176,54.38,NA,NA,NA,NA,NA,NA,NA,51,5,4-Seam Fastball,0,4,4,0,4,0,4,0,Infield shade,Standard,148,0,0,76.21669394604234,6.4603
FF,2024-04-22,97.6,-1.79,6.15,"Turner, Trea",607208,668881,,ball,NA,NA,NA,NA,14,Trea Turner flies out sharply to center fielder Bubba Thompson.,R,R,R,CIN,PHI,B,NA,,0,0,2024,-0.78,1.64,1.4,1.63,NA,NA,NA,2,7,Top,NA,NA,NA,NA,663886,NA,NA,10.3534194522715,-141.435075900503,-10.3756219304477,-12.9404581621011,33.9113286929506,-7.80247010569244,3.59,1.76,NA,NA,NA,97.2,2366,6.4,746723,668881,663886,687952,669289,600869,682829,668715,669352,656413,54.06,NA,NA,NA,NA,NA,NA,NA,49,1,4-Seam Fastball,0,4,4,0,4,0,4,0,Standard,Standard,218,0,0.014,NA,NA
CH,2024-04-22,86.4,2.88,5.6,"Duvall, Adam",594807,677960,field_out,hit_into_play,NA,NA,NA,NA,6,Adam Duvall lines out to left fielder Nick Gordon.,R,R,L,ATL,MIA,X,7,line_drive,2,2,2024,1.33,0.44,0.45,2.61,NA,NA,518595,1,6,Bot,78.85,96.07,NA,NA,663743,NA,NA,-8.46131353295028,-125.630499986416,-1.80837553748885,15.7921276630212,25.1142057523077,-27.3234405117246,3.41,1.56,313,98.7,22,86,1622,6,747134,677960,663743,605137,650333,656896,641313,624503,665862,660821,54.46,0.371,0.483,0,1,0,0,5,48,6,Changeup,3,0,3,0,0,3,3,0,Standard,Standard,115,-0.009,-0.278,70.36240019591256,7.45639
CH,2024-04-22,81.2,2.27,6.46,"Profar, Jurickson",595777,596295,strikeout,swinging_strike,NA,NA,NA,NA,9,Jurickson Profar strikes out swinging.,R,R,L,COL,SD,S,2,,1,2,2024,0.72,0.55,0.56,1.98,NA,NA,665487,2,5,Top,NA,NA,NA,NA,553869,NA,NA,-5.28162805757325,-118.312622884882,-4.69825703795399,7.60995469881717,17.2798000293375,-26.3834488321966,3.33,1.62,NA,NA,NA,83.2,1753,7,746565,596295,553869,660707,663898,641857,678662,666134,686668,656248,53.47,NA,0,0,1,0,0,NA,35,4,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,117,0.031,-0.16,73.63467453452888,8.03225
FF,2024-04-22,90.3,-1.45,5.3,"Schneider, Davis",676914,663903,,called_strike,NA,NA,NA,NA,14,Davis Schneider flies out sharply to center fielder Garrett Hampson.,R,R,R,KC,TOR,S,NA,,0,0,2024,-0.35,1.13,0.42,1.4,NA,NA,NA,0,6,Top,NA,NA,NA,NA,521692,NA,NA,5.45434818180859,-131.331157562703,-6.26798095448353,-5.082612044287,25.4826883139855,-17.9562913645562,3.37,1.58,NA,NA,NA,91.7,2467,7,746319,663903,521692,686469,686681,672580,677951,680118,641658,592669,53.53,NA,NA,NA,NA,NA,NA,NA,40,1,4-Seam Fastball,0,5,5,0,5,0,5,0,Standard,Standard,219,0,-0.034,NA,NA
FF,2024-04-22,95.4,2.74,5.92,"Duvall, Adam",594807,677960,,foul,NA,NA,NA,NA,4,Adam Duvall lines out to left fielder Nick Gordon.,R,R,L,ATL,MIA,S,NA,,2,2,2024,1.14,1.37,-0.62,2.59,NA,NA,518595,1,6,Bot,NA,NA,NA,NA,663743,NA,NA,-11.2589557426119,-138.547948470402,-6.1678706993951,17.0833989768751,27.6025072150799,-13.2651164205112,3.41,1.56,155,57,40,94.8,2354,5.8,747134,677960,663743,605137,650333,656896,641313,624503,665862,660821,54.7,NA,NA,NA,NA,NA,NA,NA,48,5,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,130,0,0,62.91115293255228,6.29
SL,2024-04-22,83.5,1.31,6.32,"Henderson, Gunnar",683002,672282,,ball,NA,NA,NA,NA,13,Gunnar Henderson triples (3) on a ground ball to right fielder Jo Adell.,R,L,L,LAA,BAL,B,NA,,1,2,2024,0.03,-0.13,-1.46,0.08,NA,NA,NA,2,7,Top,NA,NA,NA,NA,681351,NA,NA,-6.3879761320273,-121.244286400869,-7.56587988228883,1.60757229564044,25.175719134067,-32.0200191194228,3.69,1.66,NA,NA,NA,82.6,2293,5.9,746242,672282,681351,694384,501303,593934,687263,621493,545361,666176,54.57,NA,NA,NA,NA,NA,NA,NA,51,4,Slider,0,4,4,0,4,0,4,0,Infield shade,Standard,320,0,0.016,NA,NA
FS,2024-04-22,86.3,-1.65,6.16,"Schwarber, Kyle",656941,668881,field_out,hit_into_play,NA,NA,NA,NA,4,Kyle Schwarber lines out to right fielder Stuart Fairchild.,R,L,R,CIN,PHI,X,9,line_drive,1,0,2024,-0.75,0.15,-0.61,2.57,NA,NA,NA,1,7,Top,198.19,96.93,NA,NA,663886,NA,NA,4.03098186078568,-125.72983860575,-2.67385361577581,-8.75318642804017,24.4868905274973,-30.26137916505,3.35,1.6,308,86.8,26,87,1113,6.6,746723,668881,663886,687952,669289,600869,682829,668715,669352,656413,53.9,0.111,0.165,0,1,0,0,3,48,2,Split-Finger,0,4,4,0,4,0,4,0,Infield shade,Standard,221,0.003,-0.188,77.5139257805126,8.34334
FF,2024-04-22,92.9,-3.14,5.66,"McCarthy, Jake",664983,458681,field_out,hit_into_play,NA,NA,NA,NA,2,Jake McCarthy flies out to left fielder Alec Burleson.,R,L,R,STL,AZ,X,7,fly_ball,1,1,2024,-0.36,0.94,0.11,3.09,592626,553993,NA,2,5,Top,86.63,85.79,NA,NA,671056,NA,NA,9.15136786385625,-135.029191124584,-2.89535397814937,-6.38682037577126,28.1899900628865,-20.2165717114278,3.47,1.69,334,94,27,93.4,2260,6.5,745191,458681,671056,502671,680977,571448,691026,676475,672279,663457,53.97,0.151,0.193,0,1,0,0,3,38,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,220,0.029,-0.558,68.19025275149669,6.25503
SL,2024-04-22,83.1,-1.59,5.39,"Varsho, Daulton",662139,663903,home_run,hit_into_play,NA,NA,NA,NA,9,Daulton Varsho homers (6) on a line drive to right field.    Justin Turner scores.,R,L,R,KC,TOR,X,NA,line_drive,1,2,2024,0.44,-0.18,0.46,1.61,NA,NA,457759,0,6,Top,219.79,67.48,NA,NA,521692,NA,NA,3.87260230138241,-120.919351352014,-1.81668866118992,3.50564843519298,25.2030619529018,-33.7446749447073,3.2,1.46,406,105.9,34,83.6,2408,6.8,746319,663903,521692,686469,686681,672580,677951,680118,641658,592669,53.71,0.831,1.676,2,1,0,3,6,39,4,Slider,0,3,3,0,5,0,5,0,Standard,Standard,91,-0.07,1.655,77.71990067523738,8.07337
FF,2024-04-22,95.9,-2.3,6.21,"Mendick, Danny",664901,663978,single,hit_into_play,NA,NA,NA,NA,12,Danny Mendick singles on a ground ball to right fielder Max Kepler.,R,R,R,MIN,CWS,X,9,ground_ball,1,2,2024,-0.72,1.5,0.29,3.5,NA,NA,NA,2,7,Top,173.82,117.61,NA,NA,680777,NA,NA,8.55826128796433,-139.417766328536,-5.0197504546246,-11.2958759177878,31.9255337174151,-11.5923180472836,3.29,1.56,77,97.3,2,96.9,2289,7,745916,663978,680777,666135,666397,669304,650489,663616,668885,596146,53.54,0.457,0.418,0.9,1,1,0,4,54,4,4-Seam Fastball,6,0,0,6,0,6,0,6,Standard,Standard,208,-0.002,0.157,NA,NA
FF,2024-04-22,90.8,2.11,6.73,"Profar, Jurickson",595777,596295,,ball,NA,NA,NA,NA,11,Jurickson Profar strikes out swinging.,R,R,L,COL,SD,B,NA,,0,2,2024,0.21,1.31,-0.47,4.47,NA,NA,665487,2,5,Top,NA,NA,NA,NA,553869,NA,NA,-6.94384779310347,-132.244671479377,-2.63370562138616,3.76426550770202,24.7266423801586,-16.3309456203363,3.15,1.58,NA,NA,NA,91.7,2251,6.5,746565,596295,553869,660707,663898,641857,678662,666134,686668,656248,53.96,NA,NA,NA,NA,NA,NA,NA,35,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,152,0,0.024,NA,NA
FF,2024-04-22,90,2.2,6.59,"Profar, Jurickson",595777,596295,,called_strike,NA,NA,NA,NA,11,Jurickson Profar strikes out swinging.,R,R,L,COL,SD,S,NA,,0,1,2024,0.27,1.29,-0.9,3.38,NA,NA,665487,2,5,Top,NA,NA,NA,NA,553869,NA,NA,-8.34696339942409,-130.939428168655,-4.88797781241467,4.62253182457703,22.7685179355356,-16.3825364227906,3.31,1.62,NA,NA,NA,91.7,2272,6.9,746565,596295,553869,660707,663898,641857,678662,666134,686668,656248,53.58,NA,NA,NA,NA,NA,NA,NA,35,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,149,0,-0.043,NA,NA
